,lon,lat,,1
2103,-119.4179324,36.778261,,2295
2104,-122.6764815,45.5230622,,2296
2113,-87.9301134,42.9308255,,2298
2114,138.252924,36.204824,,2303
2116,-63.5752387,44.6487635,,2305
2117,-79.0192997,35.7595731,,2310
2118,-119.4960106,49.8879519,,3
2120,-87.879523,41.1760108,,5
2122,103.819836,1.352083,,9
2126,-95.9904878,36.150625,,11
2130,-119.4179324,36.778261,,12
2140,-84.3879824,33.7489954,,14
2143,-77.4360481,37.5407246,,16
2145,-106.346771,56.130366,,19
2148,-113.0114421,38.3971491,,24
2150,-97.3320624,37.6885905,,29
2153,-71.0588801,42.3600825,,38
2155,-81.5135272,41.5092387,,39
2159,-75.262681,41.253423,,45
2162,144.9630576,-37.8136276,,49
2164,-79.0867579,43.8384117,,51
2169,-88.8082706,39.8757572,,54
2170,-79.9958864,40.4406248,,57
2172,-113.2094659,53.7007157,,64
2173,-113.4909267,53.544389,,68
2176,-97.7430608,30.267153,,69
2177,-82.486024,42.8208653,,70
2182,-102.4107493,34.2331373,,72
2185,153.0251235,-27.4697707,,73
2190,-121.7405167,38.5449065,,74
2198,0.290472,50.768035,,75
2201,-82.9987942,39.9611755,,77
2207,-70.934205,41.6362152,,80
2211,-83.8601827,33.5967815,,81
2213,-97.6534711,30.5220755,,82
2214,-78.898619,35.9940329,,84
2219,-80.0784502,41.1558824,,86
2225,-81.4735257,28.4720521,,87
2228,-80.1229712,26.5503805,,89
2230,-76.8568172,38.9155625,,91
2232,-105.7820674,39.5500507,,93
2235,-100.8108714,50.6683442,,95
2239,29.3598782,-3.361378,,97
2241,-84.3879824,33.7489954,,98
2245,-76.5205184,39.2506633,,99
2247,-94.44355,36.650627,,101
2248,78.486671,17.385044,,103
2250,-79.3831843,43.653226,,104
2264,-74.694929,40.774716,,111
2268,-118.2436849,34.0522342,,112
2272,-122.2913078,37.8271784,,113
2274,-0.1277583,51.5073509,,114
2278,-106.346771,56.130366,,119
2279,-97.3307658,32.7554883,,123
2284,-97.5087365,25.9434529,,124
,,,,125
,,,,127
,,,,128
,,,,131
,,,,134
,,,,135
,,,,137
,,,,139
,,,,141
,,,,142
,,,,145
,,,,147
,,,,148
,,,,154
,,,,158
,,,,159
,,,,161
,,,,162
,,,,169
,,,,170
,,,,177
,,,,180
,,,,187
,,,,188
,,,,192
,,,,199
,,,,200
,,,,202
,,,,203
,,,,209
,,,,210
,,,,212
,,,,216
,,,,217
,,,,218
,,,,220
,,,,222
,,,,223
,,,,224
,,,,225
,,,,226
,,,,227
,,,,229
,,,,237
,,,,240
,,,,242
,,,,243
,,,,244
,,,,245
,,,,246
,,,,247
,,,,248
,,,,256
,,,,261
,,,,263
,,,,264
,,,,265
,,,,270
,,,,273
,,,,279
,,,,282
,,,,283
,,,,287
,,,,289
,,,,290
,,,,295
,,,,299
,,,,309
,,,,311
,,,,312
,,,,314
,,,,315
,,,,316
,,,,321
,,,,323
,,,,326
,,,,329
,,,,330
,,,,332
,,,,333
,,,,334
,,,,339
,,,,340
,,,,341
,,,,343
,,,,344
,,,,345
,,,,346
,,,,352
,,,,356
,,,,358
,,,,364
,,,,366
,,,,370
,,,,375
,,,,376
,,,,381
,,,,382
,,,,391
,,,,395
,,,,396
,,,,398
,,,,401
,,,,404
,,,,410
,,,,418
,,,,423
,,,,424
,,,,427
,,,,429
,,,,432
,,,,433
,,,,437
,,,,438
,,,,439
,,,,440
,,,,444
,,,,445
,,,,452
,,,,453
,,,,454
,,,,455
,,,,456
,,,,457
,,,,464
,,,,466
,,,,467
,,,,468
,,,,471
,,,,474
,,,,475
,,,,478
,,,,480
,,,,482
,,,,484
,,,,488
,,,,490
,,,,491
,,,,492
,,,,494
,,,,495
,,,,496
,,,,497
,,,,501
,,,,502
,,,,504
,,,,506
,,,,508
,,,,509
,,,,512
,,,,513
,,,,514
,,,,516
,,,,517
,,,,519
,,,,521
,,,,522
,,,,524
,,,,528
,,,,532
,,,,533
,,,,536
,,,,538
,,,,541
,,,,544
,,,,550
,,,,553
,,,,555
,,,,557
,,,,558
,,,,559
,,,,560
,,,,563
,,,,566
,,,,567
,,,,569
,,,,570
,,,,571
,,,,574
,,,,576
,,,,578
,,,,579
,,,,581
,,,,582
,,,,584
,,,,587
,,,,589
,,,,592
,,,,602
,,,,603
,,,,604
,,,,605
,,,,606
,,,,607
,,,,608
,,,,611
,,,,612
,,,,614
,,,,618
,,,,620
,,,,621
,,,,623
,,,,624
,,,,634
,,,,640
,,,,645
,,,,650
,,,,651
,,,,652
,,,,655
,,,,657
,,,,658
,,,,661
,,,,662
,,,,663
,,,,664
,,,,666
,,,,667
,,,,669
,,,,672
,,,,675
,,,,677
,,,,679
,,,,683
,,,,685
,,,,686
,,,,689
,,,,691
,,,,692
,,,,696
,,,,701
,,,,703
,,,,706
,,,,714
,,,,715
,,,,717
,,,,720
,,,,729
,,,,730
,,,,731
,,,,733
,,,,734
,,,,737
,,,,738
,,,,739
,,,,746
,,,,749
,,,,752
,,,,755
,,,,763
,,,,765
,,,,767
,,,,772
,,,,773
,,,,775
,,,,779
,,,,781
,,,,782
,,,,784
,,,,787
,,,,788
,,,,792
,,,,794
,,,,796
,,,,799
,,,,802
,,,,804
,,,,805
,,,,807
,,,,811
,,,,813
,,,,814
,,,,815
,,,,820
,,,,822
,,,,823
,,,,828
,,,,836
,,,,837
,,,,840
,,,,841
,,,,842
,,,,852
,,,,860
,,,,861
,,,,862
,,,,863
,,,,864
,,,,865
,,,,866
,,,,872
,,,,874
,,,,880
,,,,882
,,,,883
,,,,884
,,,,887
,,,,889
,,,,890
,,,,891
,,,,894
,,,,895
,,,,899
,,,,901
,,,,902
,,,,905
,,,,906
,,,,912
,,,,918
,,,,919
,,,,928
,,,,931
,,,,934
,,,,937
,,,,938
,,,,939
,,,,942
,,,,943
,,,,944
,,,,946
,,,,948
,,,,949
,,,,950
,,,,951
,,,,955
,,,,961
,,,,962
,,,,964
,,,,965
,,,,966
,,,,967
,,,,968
,,,,969
,,,,970
,,,,975
,,,,982
,,,,983
,,,,984
,,,,985
,,,,992
,,,,994
,,,,997
,,,,1002
,,,,1003
,,,,1004
,,,,1006
,,,,1008
,,,,1012
,,,,1014
,,,,1020
,,,,1021
,,,,1022
,,,,1027
,,,,1028
,,,,1030
,,,,1034
,,,,1035
,,,,1037
,,,,1039
,,,,1042
,,,,1043
,,,,1044
,,,,1047
,,,,1054
,,,,1059
,,,,1061
,,,,1063
,,,,1064
,,,,1066
,,,,1068
,,,,1070
,,,,1071
,,,,1074
,,,,1075
,,,,1077
,,,,1078
,,,,1080
,,,,1081
,,,,1084
,,,,1087
,,,,1088
,,,,1090
,,,,1096
,,,,1099
,,,,1101
,,,,1103
,,,,1104
,,,,1106
,,,,1107
,,,,1113
,,,,1114
,,,,1116
,,,,1124
,,,,1125
,,,,1127
,,,,1129
,,,,1130
,,,,1136
,,,,1139
,,,,1146
,,,,1154
,,,,1155
,,,,1156
,,,,1158
,,,,1159
,,,,1162
,,,,1163
,,,,1169
,,,,1170
,,,,1171
,,,,1172
,,,,1173
,,,,1177
,,,,1181
,,,,1188
,,,,1189
,,,,1190
,,,,1192
,,,,1194
,,,,1195
,,,,1196
,,,,1197
,,,,1199
,,,,1202
,,,,1207
,,,,1220
,,,,1222
,,,,1223
,,,,1224
,,,,1225
,,,,1226
,,,,1227
,,,,1229
,,,,1231
,,,,1232
,,,,1235
,,,,1236
,,,,1237
,,,,1242
,,,,1245
,,,,1252
,,,,1255
,,,,1257
,,,,1264
,,,,1268
,,,,1270
,,,,1286
,,,,1287
,,,,1289
,,,,1295
,,,,1309
,,,,1316
,,,,1323
,,,,1326
,,,,1327
,,,,1328
,,,,1329
,,,,1332
,,,,1335
,,,,1338
,,,,1342
,,,,1348
,,,,1351
,,,,1359
,,,,1369
,,,,1370
,,,,1374
,,,,1381
,,,,1382
,,,,1388
,,,,1396
,,,,1400
,,,,1403
,,,,1407
,,,,1409
,,,,1411
,,,,1412
,,,,1414
,,,,1415
,,,,1416
,,,,1427
,,,,1428
,,,,1429
,,,,1430
,,,,1437
,,,,1442
,,,,1446
,,,,1453
,,,,1455
,,,,1456
,,,,1457
,,,,1463
,,,,1470
,,,,1477
,,,,1478
,,,,1481
,,,,1483
,,,,1485
,,,,1486
,,,,1488
,,,,1491
,,,,1492
,,,,1500
,,,,1502
,,,,1504
,,,,1505
,,,,1506
,,,,1508
,,,,1512
,,,,1514
,,,,1518
,,,,1520
,,,,1523
,,,,1526
,,,,1534
,,,,1536
,,,,1538
,,,,1540
,,,,1544
,,,,1548
,,,,1553
,,,,1559
,,,,1560
,,,,1564
,,,,1568
,,,,1569
,,,,1572
,,,,1574
,,,,1576
,,,,1578
,,,,1579
,,,,1580
,,,,1583
,,,,1585
,,,,1590
,,,,1592
,,,,1593
,,,,1594
,,,,1600
,,,,1605
,,,,1611
,,,,1615
,,,,1618
,,,,1621
,,,,1624
,,,,1628
,,,,1629
,,,,1630
,,,,1635
,,,,1640
,,,,1642
,,,,1643
,,,,1647
,,,,1648
,,,,1653
,,,,1657
,,,,1658
,,,,1660
,,,,1668
,,,,1674
,,,,1684
,,,,1686
,,,,1692
,,,,1693
,,,,1699
,,,,1702
,,,,1704
,,,,1713
,,,,1715
,,,,1716
,,,,1718
,,,,1724
,,,,1725
,,,,1726
,,,,1729
,,,,1731
,,,,1732
,,,,1735
,,,,1737
,,,,1738
,,,,1741
,,,,1743
,,,,1750
,,,,1752
,,,,1755
,,,,1756
,,,,1757
,,,,1761
,,,,1762
,,,,1771
,,,,1774
,,,,1776
,,,,1777
,,,,1780
,,,,1781
,,,,1782
,,,,1783
,,,,1785
,,,,1786
,,,,1787
,,,,1788
,,,,1790
,,,,1791
,,,,1793
,,,,1794
,,,,1798
,,,,1799
,,,,1801
,,,,1802
,,,,1805
,,,,1808
,,,,1809
,,,,1812
,,,,1813
,,,,1818
,,,,1824
,,,,1828
,,,,1832
,,,,1834
,,,,1839
,,,,1842
,,,,1845
,,,,1846
,,,,1851
,,,,1852
,,,,1853
,,,,1854
,,,,1855
,,,,1860
,,,,1863
,,,,1865
,,,,1867
,,,,1871
,,,,1874
,,,,1876
,,,,1877
,,,,1879
,,,,1882
,,,,1884
,,,,1885
,,,,1887
,,,,1891
,,,,1894
,,,,1905
,,,,1916
,,,,1917
,,,,1918
,,,,1923
,,,,1924
,,,,1925
,,,,1926
,,,,1928
,,,,1930
,,,,1932
,,,,1939
,,,,1943
,,,,1944
,,,,1945
,,,,1946
,,,,1950
,,,,1951
,,,,1959
,,,,1960
,,,,1961
,,,,1963
,,,,1969
,,,,1970
,,,,1974
,,,,1976
,,,,1977
,,,,1978
,,,,1981
,,,,1986
,,,,1989
,,,,1990
,,,,1991
,,,,1997
,,,,2006
,,,,2009
,,,,2014
,,,,2018
,,,,2019
,,,,2026
,,,,2030
,,,,2037
,,,,2038
,,,,2040
,,,,2049
,,,,2054
,,,,2057
,,,,2059
,,,,2060
,,,,2061
,,,,2069
,,,,2070
,,,,2071
,,,,2072
,,,,2075
,,,,2077
,,,,2078
,,,,2079
,,,,2086
,,,,2089
,,,,2090
,,,,2093
,,,,2094
,,,,2096
,,,,2097
,,,,2099
,,,,2103
,,,,2104
,,,,2113
,,,,2114
,,,,2116
,,,,2117
,,,,2118
,,,,2120
,,,,2122
,,,,2126
,,,,2130
,,,,2140
,,,,2143
,,,,2145
,,,,2148
,,,,2150
,,,,2153
,,,,2155
,,,,2159
,,,,2162
,,,,2164
,,,,2169
,,,,2170
,,,,2172
,,,,2173
,,,,2176
,,,,2177
,,,,2182
,,,,2185
,,,,2190
,,,,2198
,,,,2201
,,,,2207
,,,,2211
,,,,2213
,,,,2214
,,,,2219
,,,,2225
,,,,2228
,,,,2230
,,,,2232
,,,,2235
,,,,2239
,,,,2241
,,,,2245
,,,,2247
,,,,2248
,,,,2250
,,,,2264
,,,,2268
,,,,2272
,,,,2274
,,,,2278
,,,,2279
,,,,2284
